"user_id","order_id","product_id","product_name","descriptions","category_id","category_name","option_id","option_name","price","on_sale","specs","username","full_name","street_address","state","zipcode","email","phone","total_item","shipping_fee","tax","order_month","order_date","order_year","delivery_date","delivery_status","total_cost"
"994","1894","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1701","Ipad Air 9.7-inch","899","1","Ipad Air 9.7-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Brooke19","Brooke Coffey","103 Amanda Camp Suite 699New Nancy","OR","73876","kristine31@clayton-moran.net","+44(0)113 496 0379","4","7","0.3","5","8","2018","5/17/2018","0","3603.3"
"994","1894","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1701","Ipad Air 9.7-inch","999","0","Ipad Air 12-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Brooke19","Brooke Coffey","103 Amanda Camp Suite 699New Nancy","OR","73876","kristine31@clayton-moran.net","+44(0)113 496 0379","4","7","0.3","9","1","2017","9/5/2017","0","4003.3"
"993","1893","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","599","0","Iphone 8 Storage capacity 64 GB ","Brandon29","Brandon Gonzales","28048 Andrea SquareRogersmouth","MD","36693","mclaughlinsusan@lee-villa.info","(0909)8790145","3","27","0.98","11","27","2019","12/3/2019","0","1824.98"
"993","1893","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","699","1","Iphone 8 Storage capacity 128 GB","Brandon29","Brandon Gonzales","28048 Andrea SquareRogersmouth","MD","36693","mclaughlinsusan@lee-villa.info","(0909)8790145","3","27","0.98","9","14","2019","9/20/2019","0","2124.98"
"992","1892","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","599","0","Iphone 8 Storage capacity 64 GB ","Tonya25","Tonya Cline","14716 Smith SpursJohnsonshire","VA","73297","teresaowens@rubio-king.com","(0191) 4960955","6","15","0.06","8","2","2019","9/2/2019","0","3609.06"
"992","1892","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","699","1","Iphone 8 Storage capacity 128 GB","Tonya25","Tonya Cline","14716 Smith SpursJohnsonshire","VA","73297","teresaowens@rubio-king.com","(0191) 4960955","6","15","0.06","10","26","2019","11/4/2019","0","4209.06"
"991","1891","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","399","0","Iphone 7 Storage capacity 64 GB","Carla05","Carla Miller","98330 Justin KnollsNew Danachester","MT","92495","chandlerjoseph@hotmail.com","(0306)9990900","7","25","0.77","8","30","2018","9/3/2018","1","2818.77"
"991","1891","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","499","1","Iphone 7 Storage capacity 32 GB","Carla05","Carla Miller","98330 Justin KnollsNew Danachester","MT","92495","chandlerjoseph@hotmail.com","(0306)9990900","7","25","0.77","4","11","2019","4/17/2019","1","3518.77"
"990","1890","2000","ESC8000 G4","G4 High performance ASUS 2U server with hybrid-storage design and high power-efficiency","4300","Servers","2002","""""""ESC8000 G4 - 8 G Intel Xeon E5-1620 v3 (3.5G,140W,L3:10M,4C,HT)""""""","450","0","RS100-E8-PI2 Server with Smart compact 1U server","Mitchell16","Mitchell Patterson","360 Alison WaysRobertland","HI","79875","lfisher@yahoo.com","4.41E+11","7","8","0.39","12","21","2017","12/24/2017","0","3158.39"
"990","1890","2000","ESC8000 G4","G4 High performance ASUS 2U server with hybrid-storage design and high power-efficiency","4300","Servers","2002","""""""ESC8000 G4 - 8 G Intel Xeon E5-1620 v3 (3.5G,140W,L3:10M,4C,HT)""""""","550","1","RS300-E9-PI4 Server with Flagship Model with Versatile Expandability","Mitchell16","Mitchell Patterson","360 Alison WaysRobertland","HI","79875","lfisher@yahoo.com","4.41E+11","7","8","0.39","8","30","2017","9/6/2017","0","3858.39"
"989","1889","2000","ESC8000 G4","G4 High performance ASUS 2U server with hybrid-storage design and high power-efficiency","4300","Servers","2001","""""""ESC8000 G4 - 8 G Intel Xeon E5-1603 v3 (3.5G,140W,L3:10M,4C,HT)""""""","450","0","RS100-E8-PI2 Server with Smart compact 1U server","Julie27","Julie Jordan","3379 Joseph Radial Apt. 972Justinport","MI","50138","chris34@watts.com","+44(0)114 496 0444","5","19","0.33","10","9","2017","10/26/2017","1","2269.33"
"989","1889","2000","ESC8000 G4","G4 High performance ASUS 2U server with hybrid-storage design and high power-efficiency","4300","Servers","2001","""""""ESC8000 G4 - 8 G Intel Xeon E5-1603 v3 (3.5G,140W,L3:10M,4C,HT)""""""","550","1","RS300-E9-PI4 Server with Flagship Model with Versatile Expandability","Julie27","Julie Jordan","3379 Joseph Radial Apt. 972Justinport","MI","50138","chris34@watts.com","+44(0)114 496 0444","5","19","0.33","7","24","2018","7/28/2018","1","2769.33"
"988","1888","1900","ESC8000 G3","G3 High-density GPU server with hybrid computing power. ASUS-patented Adaptable Topology design.","4300","Servers","1902","""""""ESC8000 G3 - 8 G Intel Xeon E5-1620 v3 (3.5G,140W,L3:10M,4C,HT)""""""","650","1","ESC4000 G3 Server with 2U 4-GPU Hybrid Computing Power with Mass Storage Capability","Maria01","Maria Jackson","8846 Anthony Station Suite 029North Allisonstad","DE","7851","hessjennifer@hotmail.com","(0131) 496 0222","3","15","0.01","3","31","2018","4/3/2018","0","1965.01"
"988","1888","1900","ESC8000 G3","G3 High-density GPU server with hybrid computing power. ASUS-patented Adaptable Topology design.","4300","Servers","1902","""""""ESC8000 G3 - 8 G Intel Xeon E5-1620 v3 (3.5G,140W,L3:10M,4C,HT)""""""","750","0","ESC8000 G4 Server with High-density 4U GPU server support 8 GPUs","Maria01","Maria Jackson","8846 Anthony Station Suite 029North Allisonstad","DE","7851","hessjennifer@hotmail.com","(0131) 496 0222","3","15","0.01","8","30","2017","9/9/2017","0","2265.01"
"987","1887","1900","ESC8000 G3","G3 High-density GPU server with hybrid computing power. ASUS-patented Adaptable Topology design.","4300","Servers","1901","""""""ESC8000 G3 - 8 G Intel Xeon E5-1603 V4(2.80GHz,140W,L3:10M)""""""","650","1","ESC4000 G3 Server with 2U 4-GPU Hybrid Computing Power with Mass Storage Capability","Shannon04","Shannon Christensen","34615 Maria DriveWest Angela","LA","15590","markgregory@webster-montgomery.com","(029) 2018 0076","3","7","0.57","7","19","2018","7/20/2018","1","1957.57"
"987","1887","1900","ESC8000 G3","G3 High-density GPU server with hybrid computing power. ASUS-patented Adaptable Topology design.","4300","Servers","1901","""""""ESC8000 G3 - 8 G Intel Xeon E5-1603 V4(2.80GHz,140W,L3:10M)""""""","750","0","ESC8000 G4 Server with High-density 4U GPU server support 8 GPUs","Shannon04","Shannon Christensen","34615 Maria DriveWest Angela","LA","15590","markgregory@webster-montgomery.com","(029) 2018 0076","3","7","0.57","6","25","2019","6/30/2019","1","2257.57"
"984","1884","1800","Ipad Mini 3th gen","3th gen Everything you love about iPad ó the beautiful screen and fast","4200","Tablets","1802","Ipad Mini 10-inch","499","1","Ipad Mini 7.9-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Thomas16","Thomas Watson","924 Amanda MountPatriciaville","WI","20588","richardkeith@rodgers-jacobs.org","+44116 496 0544","1","10","0.69","6","21","2018","7/1/2018","1","509.69"
"984","1884","1800","Ipad Mini 3th gen","3th gen Everything you love about iPad ó the beautiful screen and fast","4200","Tablets","1802","Ipad Mini 10-inch","599","1","Ipad Mini 10-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Thomas16","Thomas Watson","924 Amanda MountPatriciaville","WI","20588","richardkeith@rodgers-jacobs.org","+44116 496 0544","1","10","0.69","6","8","2018","6/14/2018","1","609.69"
"983","1883","1800","Ipad Mini 3th gen","3th gen Everything you love about iPad ó the beautiful screen and fast","4200","Tablets","1801","Ipad Mini 7.9-inch","499","1","Ipad Mini 7.9-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Lisa23","Lisa Carter","968 Christopher Trail Apt. 263Zacharyview","MD","84848","katherine60@harris.org","1614960274","3","26","0.54","9","5","2018","9/7/2018","0","1523.54"
"983","1883","1800","Ipad Mini 3th gen","3th gen Everything you love about iPad ó the beautiful screen and fast","4200","Tablets","1801","Ipad Mini 7.9-inch","599","1","Ipad Mini 10-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Lisa23","Lisa Carter","968 Christopher Trail Apt. 263Zacharyview","MD","84848","katherine60@harris.org","1614960274","3","26","0.54","1","2","2017","1/6/2017","0","1823.54"
"982","1882","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1702","Ipad Air 12-inch","899","1","Ipad Air 9.7-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Lori30","Lori Buckley","032 Katie Mill Apt. 684South Jessica","MT","90964","costajames@davenport.net","+44116 4960321","6","16","0.77","9","14","2017","9/16/2017","0","5410.77"
"982","1882","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1702","Ipad Air 12-inch","999","0","Ipad Air 12-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Lori30","Lori Buckley","032 Katie Mill Apt. 684South Jessica","MT","90964","costajames@davenport.net","+44116 4960321","6","16","0.77","4","15","2018","4/18/2018","0","6010.77"
"981","1881","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1701","Ipad Air 9.7-inch","899","1","Ipad Air 9.7-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Mark29","Mark Hernandez","19583 Rose Lights Suite 157Donaldmouth","AR","28111","guzmanpatrick@hotmail.com","+44(0)909 8790750","6","12","0.64","9","20","2017","9/26/2017","0","5406.64"
"981","1881","1700","Ipad Air","4th gen The iPad Air is unbelievably thin and light. And yet it is so much more powerful and capable","4200","Tablets","1701","Ipad Air 9.7-inch","999","0","Ipad Air 12-inch (diagonal) LED-backlit Multi-Touch display with IPS technology","Mark29","Mark Hernandez","19583 Rose Lights Suite 157Donaldmouth","AR","28111","guzmanpatrick@hotmail.com","+44(0)909 8790750","6","12","0.64","8","16","2019","8/20/2019","0","6006.64"
"980","1880","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","599","0","Iphone 8 Storage capacity 64 GB ","Jesse22","Jesse Torres","845 Ross FlatsNorth Nicholas","NV","32739","oliverjennifer@bond.org","+441632 960 868","9","17","0.34","9","23","2017","10/3/2017","0","5408.34"
"980","1880","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","699","1","Iphone 8 Storage capacity 128 GB","Jesse22","Jesse Torres","845 Ross FlatsNorth Nicholas","NV","32739","oliverjennifer@bond.org","+441632 960 868","9","17","0.34","11","1","2017","11/4/2017","0","6308.34"
"979","","","N/A","N/A","0","N/A","","N/A","0","","N/A","Mark19","Mark Taylor","64414 Adams IslandPort Elizabethport","CO","58457","justinallen@gmail.com","1164960067","0","0","0","","","","","0","0"
"978","","","N/A","N/A","0","N/A","","N/A","0","","N/A","Shelby16","Shelby Murillo","2171 Reed Corner Suite 111Lake Ashleyberg","AZ","47463","waltontommy@hotmail.com","0114 496 0831","0","0","0","","","","","0","0"
"977","","","N/A","N/A","0","N/A","","N/A","0","","N/A","Garrett25","Garrett Barnes","23725 Brown RanchEllenhaven","OR","80684","hmurphy@stewart.com","+44(0)131 4960888","0","0","0","","","","","0","0"
"976","","","N/A","N/A","0","N/A","","N/A","0","","N/A","Kaylee24","Kaylee Jackson","29918 Rosales Plain Apt. 475Michelleburgh","FL","48055","farleyjames@west.com","+44(0)117 4960192","0","0","0","","","","","0","0"
"975","","","N/A","N/A","0","N/A","","N/A","0","","N/A","Matthew26","Matthew Welch","6171 Jason PlainsAnthonyfort","NC","41754","jason45@yahoo.com","+44(0)1414960424","0","0","0","","","","","0","0"
"974","1879","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","399","0","Iphone 7 Storage capacity 64 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","6","24","0.47","2","7","2019","2/13/2019","1","2418.47"
"974","1879","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","499","1","Iphone 7 Storage capacity 32 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","6","24","0.47","10","18","2019","10/24/2019","1","3018.47"
"974","1878","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","399","0","Iphone 7 Storage capacity 64 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","14","0.93","11","19","2018","11/25/2018","1","2807.93"
"974","1878","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1502","Iphone 7 32GB","499","1","Iphone 7 Storage capacity 32 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","14","0.93","1","12","2017","1/14/2017","1","3507.93"
"974","1877","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","599","0","Iphone 8 Storage capacity 64 GB ","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","27","0.25","1","28","2019","2/14/2019","0","4220.25"
"974","1877","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1602","Iphone 8 128GB","699","1","Iphone 8 Storage capacity 128 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","27","0.25","10","11","2019","10/17/2019","0","4920.25"
"974","1876","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","599","0","Iphone 8 Storage capacity 64 GB ","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","9","9","0.64","1","10","2019","1/15/2019","0","5400.64"
"974","1876","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","699","1","Iphone 8 Storage capacity 128 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","9","9","0.64","9","16","2017","9/19/2017","0","6300.64"
"974","1875","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1501","Iphone 7 64GB","399","0","Iphone 7 Storage capacity 64 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","7","0.98","7","19","2019","7/25/2019","1","2800.98"
"974","1875","1500","Iphone 7","Great connectivity of this device includes Bluetooth 4.2 version with A2DP","4100","Mobile phones","1501","Iphone 7 64GB","499","1","Iphone 7 Storage capacity 32 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","7","0.98","6","13","2018","6/15/2018","1","3500.98"
"974","1874","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","599","0","Iphone 8 Storage capacity 64 GB ","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","18","0.23","1","20","2019","1/21/2019","0","4211.23"
"974","1874","1600","Iphone 8","iPhone 8 introduces a glass design. The glass back enables easy wireless charging.","4100","Mobile phones","1601","Iphone 8 64GB","699","1","Iphone 8 Storage capacity 128 GB","Dawn10","Dawn Keller","876 Ethan LockSouth Corey","NM","6214","josephphillips@mitchell.com","+44(0)141 4960806","7","18","0.23","5","13","2018","5/16/2018","0","4911.23"
"973","1873","1400","Iphone X","The iPhone X display is so immersive the device itself disappears into the experience. ","4100","Mobile phones","1402","Iphone X 256GB","799","1","Iphone X Storage capacity 128 GB","Joshua31","Joshua Williams","210 Anthony Turnpike Apt. 384Lake James","NE","46484","smithelizabeth@mills.com","(0191) 496 0559","3","11","0.47","9","1","2019","9/4/2019","1","2408.47"
"973","1873","1400","Iphone X","The iPhone X display is so immersive the device itself disappears into the experience. ","4100","Mobile phones","1402","Iphone X 256GB","899","0","Iphone X Storage capacity 256 GB","Joshua31","Joshua Williams","210 Anthony Turnpike Apt. 384Lake James","NE","46484","smithelizabeth@mills.com","(0191) 496 0559","3","11","0.47","5","18","2019","5/23/2019","1","2708.47"
"972","1872","1400","Iphone X","The iPhone X display is so immersive the device itself disappears into the experience. ","4100","Mobile phones","1401","Iphone X 128GB","799","1","Iphone X Storage capacity 128 GB","Joshua25","Joshua Black","4493 Levine Centers Suite 218West Alexandrabury","GA","35201","sophiasantiago@gmail.com","+44(0)29 2018 0285","6","13","0.79","3","30","2017","4/2/2017","0","4807.79"
"972","1872","1400","Iphone X","The iPhone X display is so immersive the device itself disappears into the experience. ","4100","Mobile phones","1401","Iphone X 128GB","899","0","Iphone X Storage capacity 256 GB","Joshua25","Joshua Black","4493 Levine Centers Suite 218West Alexandrabury","GA","35201","sophiasantiago@gmail.com","+44(0)29 2018 0285","6","13","0.79","12","25","2018","12/29/2018","0","5407.79"
"964","1864","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2502","COWIN E7 PRO - Red","250","1","""""""1000XM1 Wireless Headphones 20 Hzñ20,000 Hz (44 kHz Sampling)/ 20 Hzñ40,000 Hz (LDAC 96 kHz Sampling, 990 kbps)""""""","John22","John Olson","29979 Martinez Street Apt. 915New Yolanda","DC","62201","ashleybrown@smith-clayton.info","4.41E+11","3","7","0.22","2","16","2017","3/4/2017","1","757.22"
"964","1864","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2502","COWIN E7 PRO - Red","350","1","""""""1200XM3 Wireless Headphones 40 Hzñ40,000 Hz (54 kHz Sampling)/40 Hzñ60,000 Hz (LDAC 120 kHz Sampling, 800 kbps)""""""","John22","John Olson","29979 Martinez Street Apt. 915New Yolanda","DC","62201","ashleybrown@smith-clayton.info","4.41E+11","3","7","0.22","9","15","2018","9/22/2018","1","1057.22"
"963","1863","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2501","COWIN E7 PRO - Black","250","1","""""""1000XM1 Wireless Headphones 20 Hzñ20,000 Hz (44 kHz Sampling)/ 20 Hzñ40,000 Hz (LDAC 96 kHz Sampling, 990 kbps)""""""","Amanda18","Amanda Peterson","2323 Flores NeckPort Lori","TX","83519","hgay@sheppard-quinn.org","0909 879 0572","4","24","0.76","4","13","2019","4/23/2019","0","1024.76"
"963","1863","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2501","COWIN E7 PRO - Black","350","1","""""""1200XM3 Wireless Headphones 40 Hzñ40,000 Hz (54 kHz Sampling)/40 Hzñ60,000 Hz (LDAC 120 kHz Sampling, 800 kbps)""""""","Amanda18","Amanda Peterson","2323 Flores NeckPort Lori","TX","83519","hgay@sheppard-quinn.org","0909 879 0572","4","24","0.76","3","12","2017","4/12/2017","0","1424.76"
"962","1862","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2502","COWIN E7 PRO - Red","250","1","""""""1000XM1 Wireless Headphones 20 Hzñ20,000 Hz (44 kHz Sampling)/ 20 Hzñ40,000 Hz (LDAC 96 kHz Sampling, 990 kbps)""""""","David12","David Fernandez","001 Richard HarborNew Danielleshire","KS","7859","marygreer@white.net","+44306 9990297","5","15","0.55","6","23","2017","6/29/2017","1","1265.55"
"962","1862","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2502","COWIN E7 PRO - Red","350","1","""""""1200XM3 Wireless Headphones 40 Hzñ40,000 Hz (54 kHz Sampling)/40 Hzñ60,000 Hz (LDAC 120 kHz Sampling, 800 kbps)""""""","David12","David Fernandez","001 Richard HarborNew Danielleshire","KS","7859","marygreer@white.net","+44306 9990297","5","15","0.55","2","18","2018","2/26/2018","1","1765.55"
"961","1861","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2501","COWIN E7 PRO - Black","250","1","""""""1000XM1 Wireless Headphones 20 Hzñ20,000 Hz (44 kHz Sampling)/ 20 Hzñ40,000 Hz (LDAC 96 kHz Sampling, 990 kbps)""""""","Beth09","Beth Jones","12014 Hall VillageSouth Oliviaborough","AZ","98709","brenda80@wood-garner.net","+44116 496 0898","8","7","0.64","11","21","2019","12/1/2019","0","2007.64"
"961","1861","2500","Avantree HT3189 Wireless Headphones","Avantree HT3189 Wireless Headphones for TV Watching & PC Gaming with Bluetooth","4600","Headphones","2501","COWIN E7 PRO - Black","350","1","""""""1200XM3 Wireless Headphones 40 Hzñ40,000 Hz (54 kHz Sampling)/40 Hzñ60,000 Hz (LDAC 120 kHz Sampling, 800 kbps)""""""","Beth09","Beth Jones","12014 Hall VillageSouth Oliviaborough","AZ","98709","brenda80@wood-garner.net","+44116 496 0898","8","7","0.64","3","22","2018","3/30/2018","0","2807.64"
"960","1860","2400","Monoprice Ultra Slim Series High Speed HDMI Cable - 4K","Monoprice Commercial Cable supports the following HDMI features: 4K resolution at 24Hz. 3D video. ","4500","Cables","2402","Monoprice Ultra Slim Series High Speed HDMI Cable - 4K - Length - 5ft","10","0","""""""Monoprice Commercial 32Hz High Speed HDMI Cable, 10Gbps, 24AWG, CL2, 6ft, Black""""""","Jessica19","Jessica Jimenez","4502 West SpringsNew Melissashire","WI","69924","fsmith@gmail.com","(0306)9990565","4","6","0.73","12","23","2019","12/29/2019","1","46.73"
